$home=0.1891775
SV Sandhausen,0.0957968945719,-0.0139917124236
1. FC Nürnberg,0.339132515287,-0.264244572832
VfL Bochum,0.363400013833,-0.29815225559
SC Paderborn,0.0535406937529,-0.0637907371957
FC St. Pauli,-0.00389832216495,-0.0982334698178
FC Union Berlin,0.304070036969,-0.306929273467
MSV Duisburg,-0.126279302906,-0.443500162027
SC Freiburg,0.435341882822,0.138633249765
RB Leipzig,0.0965997719899,0.105576091622
Karlsruher SC,0.0219486696797,0.0206406746741
Eintracht Braunschweig,0.249453931122,-0.2450071373
SpVgg Greuther Fürth,0.210569759384,-0.137396123471
FSV Frankfurt,0.145040279841,-0.290757952683
1. FC Heidenheim,0.283853026233,-0.0752331406461
1. FC Kaiserslautern,0.174549446828,0.016055312702
Fortuna Düsseldorf,0.111232021324,-0.340159177116
Arminia Bielefeld,0.0227384578007,-0.148604376849
1860 München,0.0023172657209,-0.300317775321
