Manchester United,0.339551908865,-0.111315975785
Liverpool,0.0687655960507,-0.361843343207
Tottenham Hotspur,0.237384068992,-0.379137499185
Arsenal,0.337051973703,-0.074810513357
Swansea City,0.028884095386,-0.346261087933
Everton,0.206471794418,-0.359701031362
$home=0.2609871
Crystal Palace,0.0950825562612,-0.337687914345
West Bromwich Albion,-0.164520794246,-0.391280469983
AFC Bournmouth,-0.192060535984,-0.565652946828
Watford,-0.241961892816,-0.392317209493
Manchester City,0.645792350759,-0.133466375904
Newcastle United,-0.060233115794,-0.581785467495
Sunderland,-0.223318147261,-0.630788636277
West Ham United,0.208815877735,-0.327610593361
Aston Villa,-0.256179204304,-0.525165605622
Stoke City,-0.022187954547,-0.264484448381
Norwich City,-0.0273253892974,-0.590499059781
Leicester City,0.505474619592,-0.553334632866
Chelsea,0.430578017407,-0.252045079991
Southampton,0.211791379163,-0.122648957192
