$home=0.2655409
Montpellier,0.142385628451,0.286445520533
Paris Saint-Germain,0.797328718693,0.404880531144
Lyon,0.575478412601,0.371452349766
Rennes,0.120677153512,0.229922274394
Nantes,-0.248750966799,0.35805492
Reims,0.312403071131,-0.107556919755
Bastia,0.199237615939,0.189842014443
Guingamp,0.11288379,-0.0663527651187
Gazelec Ajaccio,-0.0930003011056,-0.0903669202914
Angers,0.121679261529,-0.0485284040029
Nice,0.335862232006,-0.0161507728075
Caen,0.380853994525,0.0713878863761
Toulouse,0.277893148975,-0.121601930573
Monaco,0.30598324519,0.70615263433
Lille,0.117533449867,0.350269468837
Bordeaux,0.27804855134,0.220476759002
Lorient,0.17811418,0.181768188504
Saint-Étienne,0.303965,0.487490982358
Marseille,0.696566666058,0.25673333
Troyes,0.00554812012229,-0.198320681597
