Udinese,0.127693836705,0.0368402075178
Palermo,0.286443726557,0.0239622295484
Hellas Verona,0.296630576319,-0.212544674029
Carpi,0.129244156043,-0.291849199841
Napoli,0.581464202083,-0.0738341930335
Lazio,0.552094276432,0.163232472407
Frosinone,-0.0152315609085,-0.309252189229
Torino,0.318347449572,0.173479063268
Sassuolo,0.253368776401,-0.0581483421749
Empoli,0.161850364555,-0.129801542361
Atalanta,0.0417386329882,-0.0335221740738
Sampdoria,0.325707794627,0.250215174527
Milan,0.303041597084,0.077713739066
Bologna,-0.0099814358479,-0.256657814659
Internazionale,0.389130258435,0.146500345128
Juventus,0.481956038412,0.548622874263
Roma,0.41517645761,0.555203319162
Genoa,0.367370885742,0.156426234809
Chievo,0.0533347872388,0.318424556218
Fiorentina,0.432342550636,0.118443368444
$home=0.2441808

