Tondela,Sporting CP,1,2
Belenenses,Rio Ave,3,3
Porto,Vitória de Guimarães,3,0
Vitória de Setúbal,Boavista,2,2
União da Madeira,Marítimo,2,1
Moreirense,Arouca,0,2
Braga,Nacional,2,1
Benfica,Estoril,4,0
Paços de Ferreira,Académica,1,0
Rio Ave,Braga,1,0
Sporting CP,Paços de Ferreira,1,1
Marítimo,Porto,1,1
Estoril,Moreirense,2,0
Nacional,União da Madeira,1,0
Vitória de Guimarães,Belenenses,1,1
Boavista,Tondela,1,0
Arouca,Benfica,1,0
Académica,Vitória de Setúbal,0,4
Vitória de Setúbal,Rio Ave,2,2
Porto,Estoril,2,0
Benfica,Moreirense,3,2
Tondela,Nacional,1,0
Braga,Boavista,4,0
Paços de Ferreira,Arouca,1,1
Académica,Sporting CP,1,3
Belenenses,Marítimo,1,1
União da Madeira,Vitória de Guimarães,0,0
Benfica,Belenenses,6,0
Estoril,Braga,1,0
Arouca,Porto,1,3
Marítimo,Vitória de Setúbal,5,2
Nacional,Académica,2,0
Moreirense,União da Madeira,0,0
Vitória de Guimarães,Tondela,1,0
Rio Ave,Sporting CP,1,2
Boavista,Paços de Ferreira,0,1
Vitória de Setúbal,Vitória de Guimarães,2,2
Tondela,Estoril,0,1
Paços de Ferreira,Rio Ave,0,3
Académica,Boavista,0,2
União da Madeira,Arouca,0,0
Porto,Benfica,1,0
