Lille,Paris Saint-Germain,0,1
Marseille,Caen,0,1
Montpellier,Angers,0,2
Bastia,Rennes,2,1
Nantes,Guingamp,1,0
Nice,Monaco,1,2
Troyes,Gazelec Ajaccio,0,0
Toulouse,Saint-Étienne,2,1
Bordeaux,Reims,1,2
Lyon,Lorient,0,0
Monaco,Lille,0,0
Saint-Étienne,Bordeaux,1,1
Angers,Nantes,0,0
Guingamp,Lyon,0,1
Troyes,Nice,3,3
Caen,Toulouse,1,0
Rennes,Montpellier,1,0
Reims,Marseille,1,0
Lorient,Bastia,1,1
Paris Saint-Germain,Gazelec Ajaccio,2,0
Montpellier,Paris Saint-Germain,0,1
Lyon,Rennes,1,2
Nantes,Reims,1,0
Bastia,Guingamp,3,0
Gazelec Ajaccio,Angers,0,2
Nice,Caen,2,1
Toulouse,Monaco,1,1
Lille,Bordeaux,0,0
Lorient,Saint-Étienne,0,1
Marseille,Troyes,6,0
Guingamp,Marseille,2,0
Caen,Lyon,0,4
Angers,Nice,1,1
Troyes,Montpellier,0,0
Lille,Gazelec Ajaccio,1,0
Rennes,Toulouse,3,1
Reims,Lorient,4,1
Saint-Étienne,Bastia,2,1
Bordeaux,Nantes,2,0
Monaco,Paris Saint-Germain,0,3
Paris Saint-Germain,Bordeaux,2,2
Lyon,Lille,0,0
Lorient,Angers,3,1
Nice,Guingamp,0,1
Troyes,Caen,1,3
Montpellier,Saint-Étienne,1,2
Toulouse,Reims,2,2
Gazelec Ajaccio,Monaco,0,1
Nantes,Rennes,0,2
Marseille,Bastia,4,1
Rennes,Lille,1,1
Reims,Paris Saint-Germain,1,1
Angers,Troyes,1,0
Caen,Montpellier,2,1
Bastia,Nice,1,3
Guingamp,Gazelec Ajaccio,2,1
